date,mean_moisture-percent,mean_temperature
3/8/2019 11:30:00.000000000 PM,31.436363636363637,24.200000000000024
3/9/2019 12:00:00.000000000 AM,31.360000000000007,24.201666666666693
3/9/2019 12:30:00.000000000 AM,31.363333333333344,24.200000000000028
3/9/2019 1:00:00.000000000 AM,31.35333333333332,24.200000000000028
3/9/2019 1:30:00.000000000 AM,31.303333333333338,24.196666666666694
3/9/2019 2:00:00.000000000 AM,31.360000000000003,24.07666666666667
3/9/2019 2:30:00.000000000 AM,31.416666666666668,24
3/9/2019 3:00:00.000000000 AM,31.406666666666656,23.993333333333332
3/9/2019 3:30:00.000000000 AM,31.363333333333347,24
3/9/2019 4:00:00.000000000 AM,31.366666666666667,24
3/9/2019 4:30:00.000000000 AM,31.323333333333327,23.993333333333332
3/9/2019 5:00:00.000000000 AM,31.296666666666667,23.935000000000016
3/9/2019 5:30:00.000000000 AM,31.276666666666664,23.868333333333318
3/9/2019 6:00:00.000000000 AM,31.343333333333344,23.80666666666664
3/9/2019 6:30:00.000000000 AM,31.333333333333336,23.93
3/9/2019 7:00:00.000000000 AM,31.41,24.14333333333336
3/9/2019 7:30:00.000000000 AM,31.36666666666667,24.221666666666675
3/9/2019 8:00:00.000000000 AM,31.43,24.293333333333308
3/9/2019 8:30:00.000000000 AM,31.383333333333333,24.311666666666657
3/9/2019 9:00:00.000000000 AM,31.35666666666667,24.971666666666668
3/9/2019 9:30:00.000000000 AM,31.366666666666667,25.321666666666673
3/9/2019 10:00:00.000000000 AM,31.41,25.551666666666662
3/9/2019 10:30:00.000000000 AM,31.54,25.706666666666695
3/9/2019 11:00:00.000000000 AM,37.27166666666666,25.68833333333334
3/9/2019 11:30:00.000000000 AM,35.58333333333334,25.850000000000005
3/9/2019 12:00:00.000000000 PM,35.160000000000004,25.93166666666669
3/9/2019 12:30:00.000000000 PM,34.813333333333325,26.218333333333337
3/9/2019 1:00:00.000000000 PM,34.43999999999998,26.061666666666667
3/9/2019 1:30:00.000000000 PM,34.34,26.201666666666693
3/9/2019 2:00:00.000000000 PM,33.943333333333314,26.38666666666667
3/9/2019 2:30:00.000000000 PM,33.85333333333332,26.28166666666666
3/9/2019 3:00:00.000000000 PM,33.606666666666655,26.48000000000001
3/9/2019 3:30:00.000000000 PM,33.553333333333335,26.048333333333343
3/9/2019 4:00:00.000000000 PM,33.39666666666666,26.08333333333336
3/9/2019 4:30:00.000000000 PM,33.268333333333345,25.87833333333333
3/9/2019 5:00:00.000000000 PM,33.20333333333335,25.801666666666637
3/9/2019 5:30:00.000000000 PM,33.22166666666667,25.799999999999972
3/9/2019 6:00:00.000000000 PM,33.15,25.794999999999977
3/9/2019 6:30:00.000000000 PM,33.048333333333325,25.77833333333331
3/9/2019 7:00:00.000000000 PM,32.95833333333333,25.150000000000027
3/9/2019 7:30:00.000000000 PM,32.95166666666666,24.81999999999998
3/9/2019 8:00:00.000000000 PM,32.72833333333334,24.700000000000028
3/9/2019 8:30:00.000000000 PM,32.55500000000002,24.688333333333343
3/9/2019 9:00:00.000000000 PM,32.53500000000001,24.613333333333312
3/9/2019 9:30:00.000000000 PM,32.46500000000002,24.60166666666665
3/9/2019 10:00:00.000000000 PM,32.35333333333335,24.59999999999998
3/9/2019 10:30:00.000000000 PM,32.35833333333335,24.563333333333343
3/9/2019 11:00:00.000000000 PM,32.21166666666668,24.406666666666684
3/9/2019 11:30:00.000000000 PM,32.16833333333333,24.38333333333334
3/10/2019 12:00:00.000000000 AM,32.06333333333334,24.311666666666643
3/10/2019 12:30:00.000000000 AM,32.14166666666667,24.299999999999972
3/10/2019 1:00:00.000000000 AM,31.985,24.299999999999972
3/10/2019 1:30:00.000000000 AM,32.07833333333335,24.250000000000014
3/10/2019 2:00:00.000000000 AM,31.916666666666664,24.201666666666693
3/10/2019 2:30:00.000000000 AM,31.881666666666668,24.190000000000023
3/10/2019 3:00:00.000000000 AM,31.901666666666674,24.200000000000028
3/10/2019 3:30:00.000000000 AM,31.816666666666677,24.196666666666694
3/10/2019 4:00:00.000000000 AM,31.790000000000003,24.023333333333333
3/10/2019 4:30:00.000000000 AM,31.786666666666665,24
3/10/2019 5:00:00.000000000 AM,31.634999999999994,23.995
3/10/2019 5:30:00.000000000 AM,31.731666666666666,23.966666666666686
3/10/2019 6:00:00.000000000 AM,31.685000000000002,23.911666666666683
3/10/2019 6:30:00.000000000 AM,31.601666666666663,23.900000000000016
3/10/2019 7:00:00.000000000 AM,31.616666666666664,23.888333333333335
3/10/2019 7:30:00.000000000 AM,31.543333333333344,23.80666666666665
3/10/2019 8:00:00.000000000 AM,31.568333333333335,23.895000000000014
3/10/2019 8:30:00.000000000 AM,31.503333333333334,23.973333333333343
3/10/2019 9:00:00.000000000 AM,31.529999999999998,24.77166666666666
3/10/2019 9:30:00.000000000 AM,31.54333333333333,24.983333333333334
3/10/2019 10:00:00.000000000 AM,31.540000000000003,24.91833333333334
3/10/2019 10:30:00.000000000 AM,31.476666666666674,24.918333333333337
3/10/2019 11:00:00.000000000 AM,37.00999999999999,25.079999999999995
3/10/2019 11:30:00.000000000 AM,35.46000000000001,25.266666666666673
3/10/2019 12:00:00.000000000 PM,34.79666666666666,26.235000000000003
3/10/2019 12:30:00.000000000 PM,34.57333333333333,25.606666666666673
3/10/2019 1:00:00.000000000 PM,34.32333333333334,25.321666666666673
3/10/2019 1:30:00.000000000 PM,33.88333333333332,25.628333333333327
3/10/2019 2:00:00.000000000 PM,33.46000000000001,27.040000000000006
