date,mean_moisture-percent,mean_temperature
4/30/2019 3:00:00.000000000 AM,22.595348837209304,23.393023255813937
4/30/2019 3:30:00.000000000 AM,22.536666666666676,23.31666666666664
4/30/2019 4:00:00.000000000 AM,22.46833333333334,23.30166666666664
4/30/2019 4:30:00.000000000 AM,22.505000000000003,23.284999999999986
4/30/2019 5:00:00.000000000 AM,22.54166666666667,23.201666666666693
4/30/2019 5:30:00.000000000 AM,22.35500000000001,23.200000000000024
4/30/2019 6:00:00.000000000 AM,22.403333333333347,23.114999999999988
4/30/2019 6:30:00.000000000 AM,22.425000000000008,23.051666666666673
4/30/2019 7:00:00.000000000 AM,22.39333333333334,23.006666666666668
4/30/2019 7:30:00.000000000 AM,22.363333333333344,23
4/30/2019 8:00:00.000000000 AM,22.310000000000006,22.99666666666667
4/30/2019 8:30:00.000000000 AM,22.336666666666677,22.706666666666663
4/30/2019 9:00:00.000000000 AM,22.50166666666668,19.91
4/30/2019 9:30:00.000000000 AM,22.41166666666668,21.27166666666667
4/30/2019 10:00:00.000000000 AM,22.288333333333345,22.555000000000017
4/30/2019 10:30:00.000000000 AM,22.28833333333334,22.88833333333333
4/30/2019 11:00:00.000000000 AM,21.96,23.181666666666672
4/30/2019 11:30:00.000000000 AM,22.000000000000004,23.399999999999988
4/30/2019 12:00:00.000000000 PM,30.391666666666655,23.273333333333362
4/30/2019 12:30:00.000000000 PM,26.64,23.713333333333352
4/30/2019 1:00:00.000000000 PM,26.059999999999995,24.14000000000001
4/30/2019 1:30:00.000000000 PM,25.616666666666667,24.930000000000007
4/30/2019 2:00:00.000000000 PM,25.02666666666666,25.516666666666666
4/30/2019 2:30:00.000000000 PM,24.60333333333333,26.751666666666676
4/30/2019 3:00:00.000000000 PM,24.080000000000002,29.401666666666674
4/30/2019 3:30:00.000000000 PM,23.22333333333335,32.481666666666676
4/30/2019 4:00:00.000000000 PM,22.826666666666668,31.805000000000003
4/30/2019 4:30:00.000000000 PM,22.836666666666677,28.226666666666667
4/30/2019 5:00:00.000000000 PM,22.89333333333334,25.813333333333322
4/30/2019 5:30:00.000000000 PM,22.82666666666667,25.130000000000003
4/30/2019 6:00:00.000000000 PM,22.82,24.970000000000027
4/30/2019 6:30:00.000000000 PM,22.873333333333342,24.855000000000008
4/30/2019 7:00:00.000000000 PM,22.716666666666676,25
4/30/2019 7:30:00.000000000 PM,22.73333333333334,25
4/30/2019 8:00:00.000000000 PM,22.610000000000007,24.86666666666664
4/30/2019 8:30:00.000000000 PM,22.648333333333348,24.716666666666697
4/30/2019 9:00:00.000000000 PM,22.591666666666676,24.688333333333343
4/30/2019 9:30:00.000000000 PM,22.603333333333342,24.613333333333312
4/30/2019 10:00:00.000000000 PM,22.48166666666668,24.58666666666666
4/30/2019 10:30:00.000000000 PM,22.416666666666675,24.513333333333335
4/30/2019 11:00:00.000000000 PM,22.46833333333335,24.5
4/30/2019 11:30:00.000000000 PM,22.34833333333334,24.436666666666685
5/1/2019 12:00:00.000000000 AM,22.41333333333334,24.40000000000002
5/1/2019 12:30:00.000000000 AM,22.34666666666667,24.374999999999986
5/1/2019 1:00:00.000000000 AM,22.355000000000008,24.299999999999972
5/1/2019 1:30:00.000000000 AM,22.290000000000006,24.299999999999972
5/1/2019 2:00:00.000000000 AM,22.29333333333334,24.296666666666642
5/1/2019 2:30:00.000000000 AM,22.275000000000013,24.226666666666695
5/1/2019 3:00:00.000000000 AM,22.145000000000014,24.201666666666693
5/1/2019 3:30:00.000000000 AM,22.181666666666676,24.166666666666686
5/1/2019 4:00:00.000000000 AM,22.135,24
5/1/2019 4:30:00.000000000 AM,22.21500000000001,23.976666666666667
5/1/2019 5:00:00.000000000 AM,22.125000000000004,23.90833333333335
5/1/2019 5:30:00.000000000 AM,22.23000000000001,23.893333333333338
5/1/2019 6:00:00.000000000 AM,22.160000000000007,23.809999999999977
5/1/2019 6:30:00.000000000 AM,22.241666666666667,23.765
5/1/2019 7:00:00.000000000 AM,22.17,23.700000000000028
5/1/2019 7:30:00.000000000 AM,22.108333333333338,23.624999999999986
5/1/2019 8:00:00.000000000 AM,22.130000000000006,23.599999999999984
5/1/2019 8:30:00.000000000 AM,22.126666666666672,23.596666666666653
5/1/2019 9:00:00.000000000 AM,22.016666666666666,23.594999999999985
5/1/2019 9:30:00.000000000 AM,22.08333333333333,23.606666666666662
5/1/2019 10:00:00.000000000 AM,22.118333333333336,23.83833333333335
5/1/2019 10:30:00.000000000 AM,22.006666666666664,23.986666666666668
5/1/2019 11:00:00.000000000 AM,22.005,24.113333333333358
5/1/2019 11:30:00.000000000 AM,21.91500000000001,24.279999999999973
5/1/2019 12:00:00.000000000 PM,30.20499999999998,23.665000000000003
5/1/2019 12:30:00.000000000 PM,26.64666666666666,24.276666666666653
5/1/2019 1:00:00.000000000 PM,26.036666666666658,25.481666666666673
5/1/2019 1:30:00.000000000 PM,25.51333333333334,26.77333333333331
5/1/2019 2:00:00.000000000 PM,24.73666666666667,27.62666666666668
5/1/2019 2:30:00.000000000 PM,24.236666666666668,29.123333333333335
5/1/2019 3:00:00.000000000 PM,23.713333333333328,32.218333333333334
5/1/2019 3:30:00.000000000 PM,23.14333333333333,35.64833333333334
5/1/2019 4:00:00.000000000 PM,22.956666666666663,33.10999999999999
5/1/2019 4:30:00.000000000 PM,23.070000000000004,30.69
5/1/2019 5:00:00.000000000 PM,22.925000000000008,28.818333333333346
5/1/2019 5:30:00.000000000 PM,23.151666666666667,27.88499999999999
5/1/2019 6:00:00.000000000 PM,23.23666666666667,27.401666666666674
