date,mean_moisture-percent,mean_temperature
3/6/2019 10:30:00.000000000 PM,34.690000000000005,22.60000000000001
3/6/2019 11:00:00.000000000 PM,34.533333333333324,22.503333333333334
3/6/2019 11:30:00.000000000 PM,34.41,22.5
3/7/2019 12:00:00.000000000 AM,34.15333333333333,22.45833333333335
3/7/2019 12:30:00.000000000 AM,34.05,22.406666666666677
3/7/2019 1:00:00.000000000 AM,33.86999999999999,22.401666666666678
3/7/2019 1:30:00.000000000 AM,33.79,22.403333333333347
3/7/2019 2:00:00.000000000 AM,33.69333333333332,22.45666666666666
3/7/2019 2:30:00.000000000 AM,33.52,22.5
3/7/2019 3:00:00.000000000 AM,33.42666666666666,22.46500000000002
3/7/2019 3:30:00.000000000 AM,33.24,22.33499999999997
3/7/2019 4:00:00.000000000 AM,33.17666666666666,22.279999999999994
3/7/2019 4:30:00.000000000 AM,33.056666666666665,22.203333333333358
3/7/2019 5:00:00.000000000 AM,32.93500000000001,22.200000000000024
3/7/2019 5:30:00.000000000 AM,32.80166666666667,22.200000000000024
3/7/2019 6:00:00.000000000 AM,32.713333333333345,22.19666666666669
3/7/2019 6:30:00.000000000 AM,32.743333333333354,22.156666666666684
3/7/2019 7:00:00.000000000 AM,32.600000000000016,22.200000000000024
3/7/2019 7:30:00.000000000 AM,32.51666666666669,22.308333333333326
3/7/2019 8:00:00.000000000 AM,32.36666666666668,22.444999999999993
3/7/2019 8:30:00.000000000 AM,32.360000000000014,22.51833333333332
3/7/2019 9:00:00.000000000 AM,32.28000000000002,23.685000000000002
3/7/2019 9:30:00.000000000 AM,32.20666666666667,24.218333333333344
3/7/2019 10:00:00.000000000 AM,32.296666666666695,24.496666666666652
3/7/2019 10:30:00.000000000 AM,32.33166666666668,24.686666666666685
3/7/2019 11:00:00.000000000 AM,35.666666666666664,25.179999999999975
3/7/2019 11:30:00.000000000 AM,34.96333333333333,25.231666666666687
3/7/2019 12:00:00.000000000 PM,34.47666666666667,25.234999999999975
3/7/2019 12:30:00.000000000 PM,34.36000000000001,25.013333333333346
3/7/2019 1:00:00.000000000 PM,34.22666666666667,24.83333333333333
3/7/2019 1:30:00.000000000 PM,34.236666666666665,24.768333333333327
3/7/2019 2:00:00.000000000 PM,34.190000000000005,24.889999999999983
3/7/2019 2:30:00.000000000 PM,34.03666666666666,24.98833333333336
3/7/2019 3:00:00.000000000 PM,33.990000000000016,24.88166666666666
3/7/2019 3:30:00.000000000 PM,33.989999999999995,24.956666666666695
3/7/2019 4:00:00.000000000 PM,33.83000000000002,24.82833333333331
3/7/2019 4:30:00.000000000 PM,33.856666666666676,24.905000000000012
3/7/2019 5:00:00.000000000 PM,33.71666666666668,24.845000000000017
3/7/2019 5:30:00.000000000 PM,33.60666666666667,24.853333333333307
3/7/2019 6:00:00.000000000 PM,33.47,24.661666666666648
3/7/2019 6:30:00.000000000 PM,33.36333333333333,24.56166666666666
3/7/2019 7:00:00.000000000 PM,33.10333333333334,23.740000000000016
3/7/2019 7:30:00.000000000 PM,33.013333333333335,23.333333333333307
3/7/2019 8:00:00.000000000 PM,32.72000000000002,23.171666666666656
3/7/2019 8:30:00.000000000 PM,32.57500000000002,23.099999999999987
3/7/2019 9:00:00.000000000 PM,32.34333333333335,23.066666666666674
3/7/2019 9:30:00.000000000 PM,32.050000000000004,23
3/7/2019 10:00:00.000000000 PM,31.883333333333333,23
3/7/2019 10:30:00.000000000 PM,31.81166666666667,23
